case_id,faa_ors,faa_asn,usgs_pr_id,t_state,t_county,t_fips,p_name,p_year,p_tnum,p_cap,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat
3035837,06-021437,2010-WTW-1179-OE,2170,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.22689,34.983597
3035851,06-021404,2010-WTW-1193-OE,2241,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.23849,35.003197
3044816,06-023334,2012-WTW-7632-OE,7039,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,missing,Digital Globe,-118.21609,35.032295
3035678,06-021467,2010-WTW-1115-OE,2172,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.22599,34.985893
3035583,06-022014,2010-WTW-10679-OE,2175,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.25239,34.988796
3048640,06-022165,2013-WTW-8585-OE,2181,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.24929,34.991394
3035684,06-021410,2010-WTW-1117-OE,2267,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.22459,35.006893
3044796,06-023309,2012-WTW-7609-OE,7021,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,missing,Digital Globe,-118.23399,35.023396
3035832,06-021465,2010-WTW-1174-OE,2180,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.22439,34.991196
3044817,06-023335,2012-WTW-7633-OE,7040,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,missing,Digital Globe,-118.21579,35.033497
3048522,06-021397,2013-WTW-8466-OE,2237,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.23959,35.002296
3044795,06-023308,2012-WTW-7608-OE,7020,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,missing,Digital Globe,-118.23499,35.022194
3048519,06-021415,2013-WTW-8463-OE,2229,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.23069,35.001194
3041451,06-023423,2011-WTW-882-OE,7107,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.24229,34.998096
3044214,06-023298,2012-WTW-374-OE,16297,CA,San Bernardino County,6071,Cemex Black Mountain Quarry,2012,2,3,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,2,3,missing,Digital Globe,-117.11139,34.621094
3043806,06-023265,2012-WTW-182-OE,15439,CA,San Bernardino County,6071,Cemex Black Mountain Quarry,2012,2,3,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,missing,Digital Globe,-117.11279,34.623196
3040412,06-023073,2011-WTW-12962-OE,12046,CA,Yolo County,6113,Cemex Madison,2012,1,1.5,GE Wind,GE1.5-77,1500,80,77,4656.63,118.6,3,3,1/1/2012,NAIP,-121.93519,38.687595
3043844,06-023239,2012-WTW-2183-OE,15437,CA,San Bernardino County,6071,Cemex River Plant,2012,2,3.2,GE Wind,GE1.6-82.5,1600,80,82.5,5345.62,121.3,3,3,missing,Digital Globe,-117.30589,34.560097
3043843,06-023238,2012-WTW-2182-OE,15438,CA,San Bernardino County,6071,Cemex River Plant,2012,2,3.2,GE Wind,GE1.6-82.5,1600,80,82.5,5345.62,121.3,3,3,missing,Digital Globe,-117.30719,34.561996
3044801,06-023317,2012-WTW-7614-OE,7026,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,missing,Digital Globe,-118.21869,35.028397
3035844,06-021418,2010-WTW-1186-OE,2223,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.23138,35.000095
3035862,06-021400,2010-WTW-1198-OE,2204,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.24309,34.997093
3035584,06-022015,2010-WTW-10681-OE,2179,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.25029,34.990494
3044802,06-023318,2012-WTW-7615-OE,7027,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,missing,Digital Globe,-118.21709,35.029194
3035846,06-021431,2010-WTW-1188-OE,2210,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.23299,34.997993
3035835,06-021456,2010-WTW-1177-OE,2173,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.22539,34.987595
3035828,06-021478,2010-WTW-1170-OE,2206,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.22379,34.997295
3035850,06-021403,2010-WTW-1192-OE,2249,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.23759,35.004093
3035674,06-021480,2010-WTW-1113-OE,2213,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,1/1/2012,NAIP,-118.22369,34.998493
3071508,06-021468,2010-WTW-1172-OE,2187,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,12/5/2016,Digital Globe,-118.22399,34.994884
3039893,06-022019,2011-WTW-10974-OE,2182,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,11/24/2016,Digital Globe,-118.24829,34.992393
3044797,06-023310,2012-WTW-7610-OE,7022,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,11/9/2016,Digital Globe,-118.22455,35.021931
3044799,06-023315,2012-WTW-7612-OE,7024,CA,Kern County,6029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,3,3,missing,Digital Globe,-118.22179,35.026497
3047380,06-036904,2013-WTW-11994-OE,48002,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.24068,35.096863
3047240,06-036869,2013-WTW-11238-OE,48018,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21706,35.104683
3047258,06-036884,2013-WTW-11571-OE,47996,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.24255,35.092957
3047272,06-036899,2013-WTW-11588-OE,48011,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.23689,35.100494
3072823,06-036859,2013-WTW-11228-OE,47985,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,2,3,7/31/2016,Digital Globe,-118.25305,35.086514
3047375,06-036901,2013-WTW-1183-OE,48009,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21935,35.100346
3047244,06-036873,2013-WTW-11242-OE,48025,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.2156,35.111568
3047631,06-036915,2013-WTW-12386-OE,47999,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.24841,35.095257
3047265,06-036892,2013-WTW-11581-OE,47997,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.24944,35.094086
3047231,06-036860,2013-WTW-11229-OE,47987,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.25271,35.08786
3047268,06-036895,2013-WTW-11584-OE,48013,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.23086,35.101719
3047377,06-036878,2013-WTW-1191-OE,48027,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21499,35.112995
3047263,06-036890,2013-WTW-11576-OE,47993,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.25105,35.091663
3047246,06-037058,2013-WTW-11316-OE,48015,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21139,35.101894
3047237,06-036866,2013-WTW-11235-OE,48026,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.22479,35.111763
3047267,06-036894,2013-WTW-11583-OE,48003,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.2216,35.097137
3047264,06-036891,2013-WTW-11580-OE,47995,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.25009,35.092796
3047269,06-036896,2013-WTW-11585-OE,48019,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.22905,35.104855
3047254,06-037059,2013-WTW-11567-OE,47988,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.24496,35.087883
3047256,06-036882,2013-WTW-11569-OE,47992,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.24386,35.090496
3047252,06-036130,2013-WTW-1153-OE,47981,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,2,3,missing,Digital Globe,-118.25482,35.084019
3047266,06-036893,2013-WTW-11582-OE,47986,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.24548,35.08662
3047241,06-036870,2013-WTW-11239-OE,48020,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21616,35.106499
3047236,06-036865,2013-WTW-11234-OE,48022,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.22627,35.108685
3047245,06-036879,2013-WTW-11315-OE,48017,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21058,35.103497
3047255,06-036881,2013-WTW-11568-OE,47990,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.24442,35.089161
3047243,06-036872,2013-WTW-11241-OE,48023,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21568,35.109802
3047234,06-036863,2013-WTW-11232-OE,47982,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.24664,35.084118
3047257,06-036883,2013-WTW-11570-OE,47994,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.24329,35.091797
3047260,06-036887,2013-WTW-11573-OE,48004,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21426,35.097309
3047259,06-036885,2013-WTW-11572-OE,47998,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.24208,35.094322
3047374,06-036874,2013-WTW-1178-OE,48024,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.22549,35.110195
3047262,06-036889,2013-WTW-11575-OE,48001,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.2468,35.096741
3047376,06-036903,2013-WTW-1184-OE,48014,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21888,35.101784
3047632,06-036916,2013-WTW-12387-OE,48008,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.23899,35.099194
3047232,06-036861,2013-WTW-11230-OE,47989,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.25209,35.089096
3047233,06-036862,2013-WTW-11231-OE,47991,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.25146,35.090355
3047235,06-036864,2013-WTW-11233-OE,47984,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.246,35.085361
3047273,06-036900,2013-WTW-11589-OE,48012,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.23367,35.10125
3047270,06-036897,2013-WTW-11586-OE,48006,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.22034,35.098736
3047238,06-036867,2013-WTW-11236-OE,48028,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.22415,35.113159
3047271,06-036898,2013-WTW-11587-OE,48000,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.24179,35.095795
3047247,06-036880,2013-WTW-11317-OE,48010,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21242,35.100468
3047217,06-036941,2013-WTW-11215-OE,47983,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,2,3,missing,Digital Globe,-118.25404,35.08532
3047242,06-036871,2013-WTW-11240-OE,48021,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21588,35.108219
3047261,06-036888,2013-WTW-11574-OE,48007,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21358,35.099094
3047239,06-036868,2013-WTW-11237-OE,48016,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.21777,35.103195
3047630,06-037052,2013-WTW-12385-OE,48005,CA,Kern County,6029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.23991,35.098076
3048731,06-036121,2013-WTW-8774-OE,48081,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,2,3,missing,Digital Globe,-118.36192,35.106731
3048733,06-036128,2013-WTW-8776-OE,48069,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,2,3,missing,Digital Globe,-118.36631,35.095543
3048725,06-036124,2013-WTW-8768-OE,48082,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.36829,35.107098
3048861,06-036997,2013-WTW-9593-OE,48060,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38499,35.089397
3048732,06-036969,2013-WTW-8775-OE,48083,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.35989,35.108196
3048859,06-036972,2013-WTW-9591-OE,48059,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.37038,35.087795
3047216,06-037084,2013-WTW-11214-OE,-9999,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,7/31/2016,Digital Globe,-118.38601,35.065582
3048763,06-036988,2013-WTW-9206-OE,48068,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38306,35.095341
3045677,06-036115,2012-WTW-9904-OE,48039,CA,Kern County,6029,Alta XI,2013,7,19.95,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.37429,35.068596
3047039,06-037023,2013-WTW-10370-OE,48045,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.3901,35.071014
3047045,06-037036,2013-WTW-10388-OE,48046,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.3858,35.071819
3048765,06-036123,2013-WTW-9208-OE,48073,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.37716,35.098587
3048856,06-036624,2013-WTW-9451-OE,48063,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.37532,35.092403
3073419,06-036125,2013-WTW-8777-OE,48070,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,2,3,7/31/2016,Digital Globe,-118.36479,35.096394
3073320,06-036119,2013-WTW-8772-OE,48062,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,2,3,7/31/2016,Digital Globe,-118.36657,35.091957
3048761,06-036133,2013-WTW-9204-OE,48071,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.3834,35.09729
3047060,06-037049,2013-WTW-10552-OE,48048,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.383,35.073517
3048864,06-036987,2013-WTW-9751-OE,48058,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38469,35.087498
3047059,06-037048,2013-WTW-10551-OE,48051,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.37769,35.076195
3047104,06-037053,2013-WTW-10692-OE,48042,CA,Kern County,6029,Alta XI,2013,7,19.95,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,2,3,11/23/2017,Digital Globe,-118.36977,35.072441
3047042,06-036980,2013-WTW-10385-OE,48054,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38039,35.083195
3045676,06-036090,2012-WTW-9902-OE,48037,CA,Kern County,6029,Alta XI,2013,7,19.95,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.38029,35.068497
3047041,06-037033,2013-WTW-10384-OE,48043,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38739,35.064896
3073420,06-036126,2013-WTW-8778-OE,48072,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,2,3,7/31/2016,Digital Globe,-118.36359,35.097702
3047046,06-037037,2013-WTW-10389-OE,48050,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.37959,35.075897
3047043,06-037034,2013-WTW-10386-OE,48047,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38439,35.072395
3048858,06-036970,2013-WTW-9472-OE,48067,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.37523,35.094009
3048751,06-036922,2013-WTW-8797-OE,48078,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.37058,35.103416
3047036,06-036999,2013-WTW-10367-OE,48055,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38626,35.083561
3048750,06-036127,2013-WTW-8796-OE,48077,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.37209,35.10244
3047047,06-037046,2013-WTW-10403-OE,48038,CA,Kern County,6029,Alta XI,2013,7,19.95,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,2,3,missing,Digital Globe,-118.37739,35.068596
3047037,06-037020,2013-WTW-10368-OE,48056,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38549,35.084797
3048752,06-036132,2013-WTW-8798-OE,48079,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.36956,35.104313
3045678,06-036129,2012-WTW-9907-OE,48041,CA,Kern County,6029,Alta XI,2013,7,19.95,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,11/23/2017,Digital Globe,-118.36761,35.072414
3048730,06-036120,2013-WTW-8773-OE,48065,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,2,3,missing,Digital Globe,-118.36529,35.092896
3048865,06-036998,2013-WTW-9752-OE,48057,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38469,35.085995
3048862,06-036979,2013-WTW-9595-OE,48066,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38365,35.093948
3048723,06-036118,2013-WTW-8766-OE,48080,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.36909,35.105858
3048762,06-036122,2013-WTW-9205-OE,48075,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.37463,35.100464
3048860,06-036973,2013-WTW-9592-OE,48061,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38459,35.090897
3047044,06-037035,2013-WTW-10387-OE,48052,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38301,35.08033
3047061,06-037050,2013-WTW-10553-OE,48049,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38149,35.074551
3048738,06-036131,2013-WTW-8782-OE,48076,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,2,3,missing,Digital Globe,-118.36279,35.100895
3048764,06-036134,2013-WTW-9207-OE,48074,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.37589,35.099495
3048863,06-036971,2013-WTW-9596-OE,48064,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.38409,35.092594
3047034,06-037051,2013-WTW-10365-OE,48084,CA,Kern County,6029,Alta XI,2013,7,19.95,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,3,3,missing,Digital Globe,-118.3673,35.108242
3047048,06-037047,2013-WTW-10461-OE,48040,CA,Kern County,6029,Alta XI,2013,7,19.95,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,2,3,missing,Digital Globe,-118.37399,35.070839
3047038,06-037022,2013-WTW-10369-OE,48044,CA,Kern County,6029,Alta XI,2013,41,69.7,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,3,3,missing,Digital Globe,-118.39098,35.06789
3048242,06-037658,2013-WTW-6154-OE,-9999,CA,Monterey County,6053,City of Soledad Water Reclamation Facility,2014,1,1.85,GE Wind,GE1.85-82.5,1850,80,82.5,5345.62,121.3,3,3,4/28/2017,Digital Globe,-121.34016,36.42094
