case_id,faa_ors,faa_asn,usgs_pr_id,t_state,t_county,t_fips,p_name,p_year,p_tnum,p_cap,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat
3036766,06-022998,2010-WTW-3936-OE,6225,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47578,34.912697
3036822,06-023024,2010-WTW-4032-OE,6330,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46389,34.951496
3036808,06-022990,2010-WTW-4014-OE,6280,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45609,34.932194
3036770,06-023029,2010-WTW-3948-OE,6337,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45609,34.953594
3036828,06-022935,2010-WTW-4042-OE,6286,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47649,34.936195
3036780,06-023022,2010-WTW-3977-OE,6215,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44099,34.909496
3036838,06-022962,2010-WTW-4054-OE,6334,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47459,34.952496
3036786,06-023018,2010-WTW-3984-OE,6217,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45669,34.910294
3044116,06-022874,2012-WTW-3023-OE,6328,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47569,34.950996
3036801,06-023003,2010-WTW-4004-OE,6239,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47189,34.915997
3044126,06-022892,2012-WTW-3045-OE,6208,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44989,34.907993
3037101,06-022960,2010-WTW-7612-OE,6318,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.48038,34.947796
3048596,06-022226,2013-WTW-8539-OE,6243,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44169,34.917595
3036816,06-022975,2010-WTW-4023-OE,6272,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46268,34.928196
3035744,06-022995,2010-WTW-11468-OE,6297,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44199,34.941196
3036776,06-022956,2010-WTW-3959-OE,6310,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.48369,34.945694
3036837,06-022965,2010-WTW-4051-OE,6299,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47869,34.941895
3036798,06-023007,2010-WTW-4000-OE,6257,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45898,34.921196
3048602,06-022885,2013-WTW-8544-OE,6268,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45449,34.926594
3036797,06-023009,2010-WTW-3999-OE,6259,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44719,34.922497
3036777,06-022867,2010-WTW-3960-OE,6338,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47879,34.954094
3036775,06-022957,2010-WTW-3958-OE,6342,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47049,34.957096
3048606,06-022981,2013-WTW-8548-OE,6283,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46169,34.934696
3037102,06-022959,2010-WTW-7613-OE,6315,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.48209,34.946693
3036824,06-022976,2010-WTW-4036-OE,6296,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46629,34.940895
3036788,06-023016,2010-WTW-3987-OE,6206,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46599,34.907795
3048598,06-022227,2013-WTW-8540-OE,6231,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45069,34.915394
3036795,06-023012,2010-WTW-3997-OE,6271,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44129,34.927795
3037100,06-023015,2010-WTW-7609-OE,6204,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46859,34.907394
3036803,06-023000,2010-WTW-4006-OE,6275,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,10/2/2016,Digital Globe,-118.44838,34.9296
3036815,06-022980,2010-WTW-4021-OE,6279,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46299,34.932095
3035700,06-022898,2010-WTW-11229-OE,6247,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.48059,34.918797
3036818,06-022970,2010-WTW-4026-OE,6309,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45338,34.945396
3048538,06-022901,2013-WTW-8481-OE,6291,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44529,34.938995
3036839,06-022958,2010-WTW-4057-OE,6344,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46638,34.958496
3044118,06-022881,2012-WTW-3029-OE,6276,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46249,34.929893
3036782,06-023020,2010-WTW-3979-OE,6210,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44709,34.908497
3036773,06-022964,2010-WTW-3956-OE,6300,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.48089,34.941895
3036829,06-022948,2010-WTW-4043-OE,6290,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47599,34.937996
3048593,06-022893,2013-WTW-8534-OE,6212,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44489,34.908894
3036789,06-022230,2010-WTW-3990-OE,6244,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.43739,34.917995
3048619,06-022875,2013-WTW-8562-OE,6336,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47069,34.953594
3048618,06-022955,2013-WTW-8561-OE,6277,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46749,34.931896
3036835,06-022967,2010-WTW-4049-OE,6306,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47599,34.944595
3048603,06-022883,2013-WTW-8545-OE,6258,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47209,34.921295
3036826,06-022954,2010-WTW-4040-OE,6282,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46769,34.933994
3048611,06-022888,2013-WTW-8555-OE,6211,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46109,34.908497
3036834,06-022969,2010-WTW-4048-OE,6311,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47478,34.946095
3036787,06-023017,2010-WTW-3986-OE,6209,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46329,34.908195
3036841,06-022947,2010-WTW-4061-OE,6343,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47459,34.958195
3048599,06-022887,2013-WTW-8541-OE,6222,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46909,34.911896
3048601,06-022886,2013-WTW-8543-OE,6253,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46189,34.920696
3048600,06-023010,2013-WTW-8542-OE,6266,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44489,34.925797
3048609,06-023026,2013-WTW-8550-OE,6305,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45909,34.943996
3036768,06-022989,2010-WTW-3941-OE,6314,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44498,34.946495
3036825,06-022977,2010-WTW-4037-OE,6292,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46609,34.938896
3036794,06-023013,2010-WTW-3996-OE,6273,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.43989,34.929096
3036813,06-022983,2010-WTW-4019-OE,6288,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45729,34.936695
3036814,06-022982,2010-WTW-4020-OE,6285,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45979,34.936096
3036819,06-023028,2010-WTW-4027-OE,6329,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45649,34.951294
3044117,06-022879,2012-WTW-3027-OE,6316,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46439,34.947094
3036843,06-022868,2010-WTW-4063-OE,6339,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47719,34.955196
3036807,06-022994,2010-WTW-4012-OE,6293,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44379,34.940193
3036769,06-022974,2010-WTW-3944-OE,6269,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46479,34.927094
3036767,06-022993,2010-WTW-3940-OE,6281,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,7/9/2016,Digital Globe,-118.45357,34.932838
3036774,06-022961,2010-WTW-3957-OE,6322,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47899,34.948895
3048527,06-022899,2013-WTW-8470-OE,6248,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46629,34.919495
3036844,06-022945,2010-WTW-4064-OE,6331,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.48239,34.951595
3036792,06-022233,2010-WTW-3993-OE,6238,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44569,34.915894
3036784,06-022229,2010-WTW-3982-OE,6224,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45338,34.912395
3036790,06-022231,2010-WTW-3991-OE,6245,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,7/9/2016,Digital Globe,-118.43975,34.918034
3036809,06-022988,2010-WTW-4015-OE,6307,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.44629,34.944996
3036804,06-022999,2010-WTW-4007-OE,6264,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45559,34.924793
3048524,06-022763,2013-WTW-8468-OE,6295,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47108,34.940796
3036802,06-023002,2010-WTW-4005-OE,6229,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47359,34.914394
3036836,06-022966,2010-WTW-4050-OE,6302,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47719,34.943096
3036830,06-022949,2010-WTW-4044-OE,6294,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47469,34.940296
3036765,06-023014,2010-WTW-3931-OE,6274,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.43789,34.929695
3048610,06-022877,2013-WTW-8551-OE,6289,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46749,34.937294
3048595,06-022891,2013-WTW-8537-OE,6205,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45189,34.907696
3044121,06-022884,2012-WTW-3032-OE,6261,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45729,34.923195
3048615,06-023025,2013-WTW-8559-OE,6335,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46358,34.953495
3048605,06-022985,2013-WTW-8547-OE,6298,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.45109,34.941296
3048613,06-022973,2013-WTW-8557-OE,6265,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46649,34.925694
3036842,06-022946,2010-WTW-4062-OE,6341,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.47569,34.956894
3036771,06-022979,2010-WTW-3950-OE,6323,CA,Kern County,6029,Manzana Winds,2012,126,189,GE Wind,GE1.5-77,1500,65,77,4656.63,103.6,3,3,1/1/2012,NAIP,-118.46409,34.949295
3072859,missing,missing,-9999,CA,Marin County,6041,McEvoy Ranch,2009,1,0.225,Norwin,29-STALL-225,225,30,29.1,665.08,44.5,3,3,9/1/2017,Digital Globe,-122.67967,38.15757
3040954,06-021148,2011-WTW-3664-OE,13240,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.79869,38.169697
3040964,06-021197,2011-WTW-3674-OE,13167,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.79308,38.156395
3036694,06-021152,2010-WTW-2891-OE,13257,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.79919,38.172394
3036696,06-021198,2010-WTW-2893-OE,13140,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.79288,38.152195
3036695,06-021153,2010-WTW-2892-OE,13256,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.79279,38.172295
3040963,06-021192,2011-WTW-3673-OE,13163,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.79729,38.156094
3040957,06-021163,2011-WTW-3667-OE,13217,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.79729,38.165497
3040956,06-021150,2011-WTW-3666-OE,13221,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.80059,38.166294
3036697,06-021244,2010-WTW-2894-OE,13150,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.80189,38.153694
3040958,06-021196,2011-WTW-3668-OE,13199,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.80128,38.162697
3040960,06-021164,2011-WTW-3670-OE,13197,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.79279,38.162594
3040962,06-021193,2011-WTW-3672-OE,13176,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.79958,38.157894
3040955,06-021149,2011-WTW-3665-OE,13226,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.79269,38.167095
3040961,06-021194,2011-WTW-3671-OE,13186,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.79279,38.159595
3040959,06-021195,2011-WTW-3669-OE,13194,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.79729,38.161896
3040953,06-021243,2011-WTW-3663-OE,13134,CA,Solano County,6095,Montezuma,2010,16,36.8,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.80169,38.150894
3040005,06-022274,2011-WTW-11706-OE,13087,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.82039,38.138096
3040021,06-022280,2011-WTW-11727-OE,13074,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.81669,38.135197
3040022,06-022281,2011-WTW-11729-OE,13061,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.81789,38.131794
3040051,06-022283,2011-WTW-11799-OE,13067,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.82539,38.133595
3040427,06-022305,2011-WTW-12989-OE,12967,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.84129,38.102596
3040396,06-022314,2011-WTW-12578-OE,12655,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.80569,38.113895
3040006,06-022275,2011-WTW-11707-OE,13076,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.81849,38.136597
3040017,06-022279,2011-WTW-11721-OE,13052,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.81549,38.129494
3040377,06-022308,2011-WTW-12537-OE,12671,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.80119,38.116894
3040030,06-022282,2011-WTW-11736-OE,13044,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.81279,38.125397
3040102,06-022313,2011-WTW-12027-OE,13048,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.82069,38.127895
3040473,06-022301,2011-WTW-13058-OE,12962,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.84919,38.100494
3040568,06-022507,2011-WTW-13363-OE,12979,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.83678,38.106495
3040369,06-022295,2011-WTW-12381-OE,13023,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.81039,38.119095
3040244,06-022306,2011-WTW-12195-OE,13026,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.81319,38.119797
3040370,06-022303,2011-WTW-12382-OE,13017,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.80959,38.116894
3040413,06-022316,2011-WTW-12965-OE,12961,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.83989,38.100395
3040375,06-022290,2011-WTW-12433-OE,13019,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.80399,38.117695
3040245,06-022296,2011-WTW-12196-OE,13022,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.81818,38.119095
3040552,06-022307,2011-WTW-13328-OE,12970,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.85009,38.103794
3040104,06-022294,2011-WTW-12029-OE,13039,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.82219,38.124096
3040376,06-022315,2011-WTW-12536-OE,13025,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.80518,38.119495
3040428,06-022293,2011-WTW-12990-OE,12960,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.84569,38.100094
3040567,06-022497,2011-WTW-13362-OE,12438,CA,Solano County,6095,Montezuma Winds II,2012,34,78.2,Siemens,SWT-2.3-93,2300,80,93,6792.91,126.5,3,3,1/1/2012,NAIP,-121.83609,38.104294
